tweetid	text
3997	La única cuenta oficial de Henrique Capriles Radonski es @hcapriles. Verificada por @twitter #HayUnCamino
3998	No nos distraigamos. El que manda es el pueblo. Yo no le rindo cuentas a más nadie. Miranda seguirá siendo para todos por igual @hcapriles
3999	Cuando llegamos a Miranda había 500 escuelas abandonadas. La educación es lo que garantiza el futuro que todos queremos @hcapriles
4000	Hoy vinimos a cumplir con la palabra empeñada. Esta escuela para personas con discapacidad es un ejemplo de ello, @hcapriles
4001	HOY, 7:00 pm, @HCapriles estará en @Alo_Ciudadano por @Globovision. ¡No te lo pierdas! La construcción del progreso continúa
4002	Probablemente durante la campaña electoral van a tratar de hacer muchas cosas. Ya ustedes saben como es @hcapriles #Miranda
4003	La única cuenta oficial de Henrique Capriles Radonski es @hcapriles. Verificada por @twitter #HayUnCamino
4004	Le digo a nuestro pueblo no se dejen chantajear. Lo único que les interesa es sacar a @hcapriles de la Gobernación, @hcapriles
4005	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4006	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4007	Yo lo que más valoro de nuestro estado Miranda, es el trabajo en equipo. Asumimos el compromiso @hcapriles #Miranda
4008	@hcapriles eres un luchador hermoso.. Un abrazo Capriles... El Tachira te quiere
4009	Yo lo que más valoro de nuestro estado Miranda, es el trabajo en equipo. Asumimos el compromiso @hcapriles #Miranda
4010	La única cuenta oficial de Henrique Capriles Radonski es @hcapriles. Verificada por @twitter #HayUnCamino
4011	@hcapriles como si nada
4012	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4013	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4014	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4015	¡Fuerza y fe! via @gibranromera: En #Miranda nos estamos organizando para la victoria de @hcapriles el 16D por #LaMejorVzla
4016	Anoche soñé que conocí y trabajé con @hcapriles que sueño tan bonito! No quería despertar jajajaja!
4017	A pesar de los pocos recursos es importante asumir los compromisos y cumplirlos. Continuemos trabajando sin descanso, @hcapriles
4018	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4019	En el blog de @hcapriles podrás conocer más sobre nuestro camino hacia el progreso: http://t.co/PdLj5OW3
4020	RT @jjreye: Hoy 7pm @hcapriles en #AlóCiudadano ¡La construcción del progreso continúa! @ismaelprogreso @tuy2mas #VENEZUELA
4021	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4022	Quiero ver a todos los candidatos a Gobernadores, TODOS JUNTOS en un gran evento demostrando UNIDAD @globovision @hcapriles @HayUnCamino
4023	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4024	#Foto @hcapriles sigue apostando a la educación en #Miranda. Hoy entregó el Taller Laboral Dr. José Gregorio Hernández http://t.co/bNQiuCBk
4025	Le digo a nuestro pueblo no se dejen chantajear. Lo único que les interesa es sacar a @hcapriles de la Gobernación, @hcapriles
4026	Hoy @hcapriles por el programa #AlóCiudadano a las 7pm en @globovision
4027	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4028	@MariaCorinaYA: Lista de la misión Vivienda es una triste sucesora de lista Tascón,con todas sus consecuencias@hcapriles.Como Combatirla?
4029	Que llegue la luz para ver a mi @hcapriles en #AlóCiudadano Por favor Dios!! 4 horas #sinluz !!!!!!!
4030	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4031	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4032	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4033	Hoy nuestro líder @hcapriles estará en Alo ciudadano a las 7pm. Favor difundir
4034	Que bien viera sido para la política venezolana un debate entre el Reelecto @chavezcandanga y el Ex-Candidato Presidencial @hcapriles
4035	Síguenos en Facebook: http://t.co/dmSebaqR Youtube: http://t.co/Jq70CrTd Pinterest: http://t.co/3gbpd6He Instagram: @hcapriles
4036	Síguenos en Facebook: http://t.co/dmSebaqR Youtube: http://t.co/Jq70CrTd Pinterest: http://t.co/3gbpd6He Instagram: @hcapriles
4037	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4038	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4039	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4040	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4041	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4042	@hcapriles HOLAAAA CAPRILES COMO STAS, SOY UNA COMPAÑERA Q DESEA ALGUN DIA VRT EN PERSONA, T SEGUIMOS APOYANDO-
4043	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4044	Esta es la explicacion de lo que paso el 7 de Octubre. Golpe de Estado a @hcapriles. http://t.co/hEh2eEyH LEER Y DIFUNDIR POR EL MUNDO
4045	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4046	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4047	Callate la boca muchacho gafo... recuerda que eso es competencia del MTC.. idiota !! @RED_EVOLUCION @hcapriles
4048	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4049	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4050	RT @HayUnCamino: Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision.
4051	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4052	@ComandoVENE @hcapriles @globovision Q se pronuncie al CNE como arbitro imparcial q sino se pone las pilas hasta Jaua le quita Miranda
4053	epa tu que sigues a @hcapriles guarda ese saco de odio y vente a la ruta nocturna @forocandanga http://t.co/Jiv6cKn2
4054	Si algo hacemos nosotros es hablar con transparencia, con la verdad @hcapriles #Miranda
4055	@ErikDLV @hcapriles Hasta Bonitos Se Vieran Otra Ves Juntos ;)
4056	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4057	Síguenos en Facebook: http://t.co/dmSebaqR Youtube: http://t.co/Jq70CrTd Pinterest: http://t.co/3gbpd6He Instagram: @hcapriles
4058	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4059	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4060	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4061	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4062	A pesar de los pocos recursos es importante asumir los compromisos y cumplirlos. Continuemos trabajando sin descanso, @hcapriles
4063	@chelitonu @Tururunes lo que no le preguntaron a @MariaCorinaYA con su experiencia en cuestiones electoral xq no la encargo MUD  @hcapriles
4064	#Foto @hcapriles sigue apostando a la educación en #Miranda. Hoy entregó el Taller Laboral Dr. José Gregorio Hernández http://t.co/bNQiuCBk
4065	El amor que siento por #Miranda es verdadero, es muy profundo. ¡Sigamos avanzando! @hcapriles
4066	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4067	El Líder del Progreso y la Igualdad p' todos los Venezolanos @HCapriles estará hoy a las 7pm en Aló Ciudadano por @globovision!!!
4068	Escucho comentarios de que no van votar en Diciembre yo digo no podemos regalar el Pais @hcapriles @PattyPoleo @plomoparejo  @PabloPerezOf
4069	@Fr4nkl1ngom3z @plomoparejo @hcapriles Vas a seguir con ese calamar. Presenta pruebas del fraude; o trabajas para la revolución. Habla claro
4070	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4071	@hcapriles que te paso por que aceptaste la derrota tan rapido mira las prueba que estan saliendo http://t.co/q9TUILtx nos quitaron el futu
4072	Ya es hora de mandar a recoger los miles de afiches electorales, ensucian la ciudad @chavezcandanga @hcapriles.
4073	Ya es hora de mandar a recoger los miles de afiches electorales, ensucian la ciudad @chavezcandanga @hcapriles.
4074	Lee y comparte los artículos de @hcapriles en su blog → http://t.co/Wx8rxCjL
4075	Flaco saludos @hcapriles desde Apure, esta humilde maestra no olvida lo feliz que fue durante 3 meses soñando con tenerte en la Presidencia
4076	Ya es hora de mandar a recoger los miles de afiches electorales, ensucian la ciudad @chavezcandanga @hcapriles.
4077	Lee y comparte los artículos de @hcapriles en su blog → http://t.co/Wx8rxCjL
4078	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4079	Lee y comparte los artículos de @hcapriles en su blog → http://t.co/Wx8rxCjL
4080	Lee y comparte los artículos de @hcapriles en su blog → http://t.co/Wx8rxCjL
4081	Dios la bendiga! RT @Andrea_Teague Algo más bello que esto? @hcapriles http://t.co/dTQyQJTE
4082	Cuando llegamos a Miranda había 500 escuelas abandonadas. La educación es lo que garantiza el futuro que todos queremos @hcapriles
4083	Lee y comparte los artículos de @hcapriles en su blog → http://t.co/Wx8rxCjL
4084	Mira @hcapriles mencioname para morir feliz, anda:(.
4085	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4086	@Susyvf61 @hcapriles @PattyPoleo @plomoparejo @PabloPerezOf Yo tambien me siento asi pero un soldado siempre muere con las botas puestas
4087	Después del fracaso de la oposición blanda no me apetece oír a @hcapriles. Claro, tampoco me apetece oír a @plomoparejo
4088	@EMGuevara @LismarBarriento @hcapriles @PattyPoleo @plomoparejo @PabloPerezOf Solo Digo Venezuela es mi Patria y yo la llevo en el Corazon
4089	Lee y comparte los artículos de @hcapriles en su blog → http://t.co/Wx8rxCjL
4090	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4091	“@RodnerFigueroa Importantisimo de escuchar!!! y compartir. http://t.co/Agcpb7R6 via @YouTube” @hcapriles 
4092	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4093	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/u7zfE0Dz
4094	Imagínense que la oscuridad vuelva a nuestro Estado. Cuando nosotros llegamos a la Gobernación encendimos la luz @hcapriles #Miranda
4095	Seguiremos con mucho esfuerzo trabajando. Estoy aquí para continuar trabajando por nuestro estado #Miranda @hcapriles
4096	A pesar de todos los problemas de recursos, fíjense todo lo que hemos logrado en la educación de Miranda @hcapriles
4097	Hoy vinimos a cumplir con la palabra empeñada. Esta escuela para personas con discapacidad es un ejemplo de ello @hcapriles
4098	No te pierdas esta noche, a las 7 pm, a @hcapriles conversando con @elcitizen en Aló Ciudadano por @globovision
4099	Si algo hacemos nosotros es hablar con transparencia, con la verdad @hcapriles #Miranda
4100	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del Progreso continúa.
4101	Junto a @hcapriles en la inscripción para la Gob de Miranda. Seguimos en la lucha! http://t.co/eEMz9FIm
4102	@HayUnCamino @hcapriles NO ME PIERDO NUNCA VER A MI FLAQUITOOOO :*
4103	No te pierdas esta noche, a las 7 pm, a @hcapriles conversando con @elcitizen en Aló Ciudadano por @globovision
4104	@dcabellor Los más de 1000 trabajadores #TercerizadosdeCANTVenAtentoVenezuelaSA exigimos respuesta, S.O.S. @ElaFerris @JauaMiranda
4105	Muchos no creyeron lo que dijo @hcapriles RT  @onazol49 Min Educación reconoce que faltan 4.250 liceos. MEA CULPA?
4106	RT @HayUnCamino: Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te ... http://t.co/FyGfwgYd
4107	@hcapriles sigo siendo Caprilista100% y seguiré votando aunque se q sólo la justicia divina nos librará del tirano q proclaman ganador
4108	#ProhibidoRendirse RT @jjreye : Hoy a las 7 @HCapriles estará en #AlóCiudadano ¡No te lo pierdas! La construcción del progreso continúa!
4109	via @roger_1raven: TOP #TWITTER #TT 1 @HCAPRILES 2 @EPN 3 4 @PimpBillClinton 5 @BarackObama 6 @SarahPalinUSA 7 @MittRomney 8 @SenJohnMcCain
4110	Hoy a las 7 pm @hcapriles en Aló Ciudadano por @globovision.!
4111	El 7O hubo una avalancha d votos a favor d @hcapriles pero el 16D lo q habrà y veremos, es una grandiosa protesta silente d abstencionismo
4112	No te pierdas esta noche, a las 7 pm, a @hcapriles conversando con @elcitizen en Aló Ciudadano por @globovision
4113	A raíz de la derrota contundente de @hcapriles el 07-10.Son muchos de sus seguidores que expresan sentirse destruidos moralmente
4114	@HCAPRILES @montanertwiter @FrancoDVita @Carlos_Baute @gabyespino @globovision @la_patilla @ElUniversal @noticias24 #FF (@roger_1raven)
4115	HOY a las 7:00 pm @HCapriles estará en Aló Ciudadano por @Globovision La construcción del progreso continúa
4116	@Pr1meroJusticia @hcapriles @globovision #NOVOLVERAN #CAPRILESFRACASO
4117	No Tengo luz@Pr1meroJusticia: HOY a las 7:00 pm @HCapriles estará en Aló Ciudadano por @Globovision La construcción del progreso continúa
4118	@dcabellor Los más de 1000 trabajadores #TercerizadosdeCANTVenAtentoVenezuelaSA exigimos respuesta, S.O.S. @ElaFerris @JauaMiranda
4119	Cada día veo que con capriles si se progresa @hcapriles
4120	Lo bueno es q @mfer_08 no estaaa pegada a @globovision esperando a ver a su amor platónico @hcapriles. Jaajajajjaja es q la toy viendo! :D
4121	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! La construcción del progreso continúa
4122	@DouglasEscorpio @Tururunes @MariaCorinaYA @RCR750 Defendamos a @hcapriles! Él nos encaminó hacia la LIBERTAD,tiene nuestro APOYO!
4123	Hoy estará @hcapriles en Alo Ciudadano por Globovision. :-)
4124	A las 7 de la noche sintonicen #Globovisión para los que lo quieren ver y escuchar a @hcapriles
4125	HOY a las 7:00 pm @HCapriles estará en Aló Ciudadano por @Globovision La construcción del progreso continúa
4126	HOY a las 7:00 pm @HCapriles estará en Aló Ciudadano por @Globovision La construcción del progreso continúa
4127	@hcapriles de cara a seguir luchando por un país mejor, porq sabemos q podemos estar mejor, todas las bendiciones de dios para ti y vzla!!!
4128	@hcapriles
4129	No te pierdas esta noche, a las 7 pm, a @hcapriles conversando con @elcitizen en Aló Ciudadano por @globovision
4130	A Freddy Mania su responsabilidad le abrio un mar de oportunidades http://t.co/VhuKDsxc @hcapriles Oportunidades #ParaTodosxIgual
4131	Si el Tachira pierde Vielma Mora es culpa de @dcabellor
4132	@hcapriles Querer erradicar la pobreza sin erradicar el capitalismo es como querer hacer una tortilla sin romper los huevos.
4133	@EMGuevara @LismarBarriento @hcapriles @PattyPoleo @plomoparejo @PabloPerezOf a nuestros Lideres para eso Votamos por ellos
4134	@hcapriles : Ex asesor de Chavez explica fraude. Cinco millones de cedulas falsas! http://t.co/TjXhB4gL
4135	Hoy a las 7pm @hcapriles estará en Aló Ciudadano por @globovision. ¡No te lo pierdas! Contigo, seguimos caminando!
4136	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles #Video http://t.co/yrnWzyvJ
4137	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles #Video http://t.co/yrnWzyvJ
4138	@dcabellor Y que me dices de los desobedientes y que antes decian seguir lineas pasa en Merida nosotros estamos apoyo al candidato PSUV
4139	#HayUnCamino Mas de 6 Millones de persona Quieren un Cambio y En pocos años lo vamos a obtener. Q Viva #Venezuela q Viva @hcapriles.
4140	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles #Video http://t.co/yrnWzyvJ
4141	Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4142	@hcapriles No tenemos cable amor mio, gracias al presidente! xd.
4143	Por finnnnnnnnnnnnnnnnnnnnnnnnnn!!!!!!!!!! @hcapriles @globovision
4144	El Tiempo De Dios Es Perfecto ♥ @hcapriles
4145	@hcapriles @globovision eres genial! :)
4146	HOY a las 7:00 pm @HCapriles estará en Aló Ciudadano por @Globovision La construcción del progreso continúa
4147	Señores aun se acuerdan de ese candidato que quiso un mejor futuro para Venezuela &lt;3 que aun lucha por ello @hcapriles
4148	@hcapriles @globovision Muakkkkk flaco bello
4149	No se pierdan @AloCiudadano estará @hcapriles a las 7 pm por @globovision
4150	@hcapriles por fin te vereee te amo te amo
4151	RT @hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4152	Ya te veo *se desmaya* RT @hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4153	¿Qué responderán @hcapriles @leopoldolopez y @julioborges ante esta seria propuesta de fecha 13/10/2012? --» http://t.co/uGGCI6NK
4154	#DebilidadPor @hcapriles
4155	Ok, me vesti para ir a la uny, avise para que me vinieran a buscar y me acabo d enterar que mi flaco @hcapriles estara a las 7 x Globovision
4156	RRRRRTTTTT  HOY a las 7:00 pm @HCapriles estará en Aló Ciudadano por @Globovision La construcción del progreso continúa”
4157	RT @hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4158	@hcapriles Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4159	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/e2sZaPTx
4160	@PartidoPSUV @dcabellor @chavezcandanga  Un verdadero revolucionario,con principios éticos e  http://t.co/kont1Ldp vía @CARCREY
4161	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/e2sZaPTx
4162	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/e2sZaPTx
4163	este majunche es mas falso q el Satélite Miranda @JauaMiranda y nuestro maximo lider lo pulverizara en miranda @HCAPRILES gobernador
4164	RT te vere mi flaco bello @hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4165	Volveremos a ver al flacooooo*-* @hcapriles @globovision  te amoo jajaja. @AmalindaH @BlancaMartinezP
4166	@hcapriles Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4167	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/e2sZaPTx
4168	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/e2sZaPTx
4169	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/e2sZaPTx
4170	@hcapriles @globovision  Holaaaa mi flacooo QDIOSTBENDIGA¡¡...Clarooo que te veremos por Globov...No te olvidaremos nuncaaa¡¡...Te queremos¡
4171	@hcapriles entregó ampliación del Taller Laboral Dr. José Gregorio Hernández en Tacarigua http://t.co/vHlMrNjw #Miranda
4172	@hcapriles no me lo pierdo...
4173	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/e2sZaPTx
4174	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/e2sZaPTx
4175	7:00 pm estara nuestro maximo lider y gobernador del estado miranda Henrique Capriles Radonski en alo ciudadano pon GLOBOVISION @HCAPRILES
4176	Acompañemos a estos candidatos...”, expresó el directivo del PSUV, @dcabellor http://t.co/UWJfRXKg
4177	RT @hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4178	Esperando las 7. Para ver a mi presi bello @hcapriles por @globovision :)
4179	RT @hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4180	Tal cual. RT @m3dico: Espero q con la candidatura a la gob d Miranda no se difumine @hcapriles como lo hizo Rosales con alcaldía Maracaibo
4181	RT ☺@hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4182	Queremos que seas el padrino de nuestra promoción de bachillerato, LEENOOOSSS!! @hcapriles
4183	Te amo flaco seguimos contigo ♥@hcapriles
4184	Todos a verlo!@hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4185	@dcabellor  Trujillo en Rebeldía dice con toda su fuerza fuera Hugo Cabezas y sus importados Saqueadores
4186	@hcapriles Nunca abandones la lucha Henrique eres nuestra esperanza y modelo a seguir, besos seguimos contigo!!
4187	Pretender culpar a @hcapriles de la derrota no sólo es injusto sino una canallada. Vamos a defender el liderazgo de Henrique!
4188	@hcapriles que bien!
4189	@VicenteDz cuando publicaran los q votaron el 7-O, para q pueblo audite. @colominaM @radaremergencia @carlaangola @hcapriles @LucioQuincioC
4190	Voy a ver a mi flacoo @hcapriles 💛💙❤
4191	@hcapriles AD TAMBIÉN TUVO UNA MAQUINARIA ELECTORAL IMBATIBLE
4192	Dios Bendiga a Venezuela y nos permita tener a @hcapriles como presidente. hay un camino de progreso y somos mas d 6.500millones encaminados
4193	Extraña sensacion y no creada por medios precisamente a tan pocos dias de su triunfo Sr Presidente @chavezcandanga @hcapriles @elcitizen
4194	RT @hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4195	Hoy a las 7 pm @hcapriles estará en Aló Ciudadano por @globovision.
4196	En minutos el Gobernador @hcapriles en @alo_ciudadano por @globovision
4197	RT@globovision: EL VIDEO QUE OPTÒ AL GRAMMY http://t.co/EldlHh5g @chavezcandanga @walterdossier @vtvcanal8 @telesurtv  @hcapriles #mud
4198	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles http://t.co/e2sZaPTx
4199	Pon @globovision YA @hcapriles
4200	El Presidente @hcapriles en @globovision
4201	@maperezpirela. El estado mas inseguro MIRANDA VENGAN A BARLOVENTO para q vean como manda el hampa gracias a @hcapriles
4202	Viendo a @hcapriles por @globovision demasiado bello el q algún día sera mi presidente..ya corten esa llamda q salga capriles! Jajajaja
4203	@hcapriles Que sonrisa mas bellaaaaa!! Te vi en Alo ciudadano
4204	Celebrity of the year: @hcapriles kjskjsks, no, en serio.
4205	@hcapriles deberia ser el  presidente de los opositores  de venezuela 2 presidentes ya q el pais esta dividido
4206	Emocionada viendo al flaquito @hcapriles en #alociudadano muackkk http://t.co/86SseuRd
4207	@hcapriles @globovision saludos desde el tocuyo estado lara seguimos en pie de lucha y ahora mas con tanta ineficiencia de este gobierno.
4208	Me lo como!  mi flaco @hcapriles ! Tan bello, llego en moto... Dios te bendiga y cuide de todo mal. @globovision
4209	Llegaste a Alo Ciudadano :D ♡ esa sonrisa mata @hcapriles eres el LIDER que necesitamos!
4210	Que hermoso @hcapriles con @elcitizen *.*
4211	Conchale @hcapriles te quiero como Presidente ya, o bueno para inicios de Enero ☹☹ Pero quiero que seas PRESIDENTE! ♥
4212	Ya casi @hcapriles por globovision
4213	@hcapriles Éxito y mayor fortaleza, para seguir la ruta del mejor camino hacia la Venezuela que merecemos! Gracias por liderarnos!
4214	Pon @globovision En Alo Ciudadano @hcapriles
4215	@elNegrodelLIMON @hcapriles @9soro @querre1 http://t.co/P1ahLOVn #SiSePuede #FuerzayFe Venezuela nos necesita #PrefieroLetrasQueBalas
4216	@hcapriles  y los que luchan toda la vida esos son los imprescindibles!!
4217	RT @hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4218	@hcapriles Henrique saludos, que placer volverte a ver, ya nos habíamos acostumbrado a verte todos los días! Saludos desde Barquisimeto
4219	Pon @globovision nuestro @hcapriles en Alo Ciudadano.
4220	@sheinachang1 culpar a Capriles de la derrota es la peor de las injusticias @hcapriles se gano mi respeto y mi gran admiracion a votar 16D
4221	Nuestro candidato a la Gobernación de Miranda @hcapriles está por @Globovision hablando con @elcitizen
4222	@hcapriles @globovision te queremos ver pero en san Francisco de asia estado aragua no hay luz para variar
4223	Viendo @hcapriles Mi Flaco siempre contigo por @globovision representas mucho para Venezuela, seguimos en la lucha alternativa democrática
4224	@HayUnCamino: Nuestro candidato a la Gobernación de Miranda @hcapriles está por @Globovision hablando con @elcitizen
4225	@hcapriles en @Globovision, en este momento
4226	Nuestro candidato a la Gobernación de Miranda @hcapriles está por @Globovision hablando con @elcitizen
4227	@hcapriles en @Globovision, en este momento
4228	@hcapriles en @Globovision, en este momento
4229	@hcapriles en @Globovision, en este momento
4230	@hcapriles en @Globovision, en este momento
4231	Nuestro candidato a la Gobernación de Miranda @hcapriles está por @Globovision hablando con @elcitizen
4232	#PJenVIVO Gob @HCapriles es entrevistado por @ElCitizen en Aló Ciudadano por @Globovision
4233	Nuestro candidato a la Gobernación de Miranda @hcapriles está por @Globovision hablando con @elcitizen
4234	@hcapriles en @Globovision, en este momento
4235	Ya @hcapriles en vivo en Aló Ciudadano por @globovision
4236	@hcapriles http://t.co/TajN3kC4
4237	@hcapriles en @Globovision, en este momento
4238	Ya @hcapriles en vivo en Aló Ciudadano por @globovision
4239	Eepa @hcapriles en # alociudadano @globovision
4240	pon GLOBOVISION esta nuestro maximo lider en alo ciudadano @HCAPRILES @GLOBOVISION pon GLOBOVISION
4241	Nuestro candidato a la Gobernación de Miranda @hcapriles está por @Globovision hablando con @elcitizen
4242	#PJenVIVO Gob @HCapriles Nosotros hicimos todo para ganar y cuando vemos los resultados ganamos las ciudades más importantes
4243	@hcapriles en @Globovision, en este momento
4244	Mi flaco @hcapriles en globovisión ya
4245	Ya @hcapriles en vivo en Aló Ciudadano por @globovision
4246	@hcapriles en @Globovision, en este momento
4247	Creo que muchas cosas pasaron en este proceso. Creo que fue lidiar con una campaña negativa del gobierno, desigual, @hcapriles
4248	Nuestro candidato a la Gobernación de Miranda @hcapriles está por @Globovision hablando con @elcitizen
4249	Henrique Capriles @hcapriles por @globovision #YaMismo !! @elcitizen @Sheinachang1 #AlóCiudadano !
4250	Que hermoso, bello que se yo @hcapriles
4251	Mi amor, flaquito lindo, yo si te vengo eligiendo como presidente. @hcapriles
4252	@globovision al gobernador @hcapriles  los estudiantes de la UPEL en Los Teques aun no ha podido tomar la sede. Ayuda por favor
4253	Creo que muchas cosas pasaron en este proceso. Fue una campaña muy desigual @hcapriles
4254	@yandrear Pensé que no lo estabas viendo ♥@hcapriles
4255	Ahhhh que bello mi flacooooooo 😘😘😘❤❤ @hcapriles
4256	TE AMO CAPRILEEES ESTAS HERMOOSOOOOOO:( @hcapriles
4257	RT @hcapriles: Ahora a las 7 pm estaremos en el programa Alo Ciudadano por @globovision Muchos saludos a todos!
4258	El Flaco @hcapriles en #Globovision
4259	@hcapriles en @globovision
